Domain,SubDomain,TableName,StorageLayer,Text
Customer,Feedback,Customer_Feedback,Gold,"Customer:Feedback | Customer_Feedback: Stores customer reviews, ratings, and satisfaction scores | PK: Feedback_ID (STR, PK) | Cols: Feedback_ID (STR, PK), Customer_ID (STR, FK → Customer), Order_ID (STR, FK → Order), Rating (INT, 1-5), Review_Text (TXT), NPS_Score (INT), Feedback_Date (DATE), Created_At (TS), Updated_At (TS)"
Customer,Feedback,Sentiment_Analysis,Gold,"Customer:Feedback | Sentiment_Analysis: Stores customer sentiment scores from various interactions | PK: Customer_ID (STR, PK) | Cols: Customer_ID (STR, PK), Source (STR, e.g., Chatbot, Call Center, Social Media), Sentiment_Score (DEC, -1 to 1), Keywords_Extracted (TXT), Created_At (TS), Updated_At (TS)"
Customer,Feedback,Customer_Feedback_Analysis,Gold,"Customer: Feedback | Customer_Feedback_Analysis: Stores structured analysis of feedback data. | PK: Feedback_Analysis_ID (STR, PK) | FKs: Feedback_ID (STR, FK → Customer_Feedback, NULL if social media), Engagement_ID (STR, FK → Customer_Social_Interaction, NULL if direct feedback) | Cols: Feedback_Analysis_ID (STR, PK), Feedback_ID (STR, FK → Customer_Feedback, NULL if social media), Engagement_ID (STR, FK → Customer_Social_Interaction, NULL if direct feedback), Sentiment_Score (DEC, -1 to 1), Emotion_Tag (STR, e.g., Happy, Frustrated, Confused), Key_Themes (TXT), AI_Generated_Insights (TXT), Created_At (TS), Updated_At (TS)"
Customer,Marketing,Email_Campaign_Engagement,Gold,"Customer:Marketing | Email_Campaign_Engagement: Tracks customer engagement with email campaigns | PK: Campaign_ID (STR, PK), Customer_ID (STR, PK) | Cols: Campaign_ID (STR, FK → Marketing_Campaign), Customer_ID (STR, FK → Customer), Email_Open (BOOL), Click_Through (BOOL), Unsubscribe_Flag (BOOL), Created_At (TS), Updated_At (TS)"
Customer,Marketing,Ad_Attribution,Gold,"Customer:Marketing | Ad_Attribution: Links customer purchases to marketing campaigns | PK: Ad_ID (STR, PK), Customer_ID (STR, PK) | Cols: Ad_ID (STR, PK), Customer_ID (STR, FK → Customer), Click_Timestamp (TS), Conversion_Timestamp (TS), Attribution_Model (STR, e.g., Last Touch, First Touch), Created_At (TS), Updated_At (TS)"
Customer,Subscription,Subscription_Billing,Gold,"Customer: Subscription | Subscription_Billing: Stores billing history for subscriptions. | PK: Billing_ID (STR, PK) | FKs: Subscription_ID (STR, FK → Subscription_Program), Customer_ID (STR, FK → Customer) | Cols: Billing_ID (STR, PK), Subscription_ID (STR, FK → Subscription_Program), Customer_ID (STR, FK → Customer), Billing_Cycle (STR, e.g., Monthly, Annual), Amount_Billed (DEC), Payment_Status (STR, e.g., Paid, Pending, Failed), Invoice_Number (STR), Payment_ID (STR, FK → Payment_Transaction), Next_Billing_Date (DATE), Billing_Attempts (INT, Number of retries), Last_Failed_Payment_Date (DATE, NULL if successful), Created_At (TS), Updated_At (TS)"
Customer,Product,Enterprise,Gold,"Product: Product | Enterprise: Represents the highest-level entity in the product hierarchy. | PK: Enterprise_ID (STR, PK) | Cols: Enterprise_ID (STR, PK), Enterprise_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Department,Gold,"Product: Product | Department: Represents high-level product grouping. | PK: Department_ID (STR, PK) | Cols: Department_ID (STR, PK), Enterprise_ID (STR, FK → Enterprise), Department_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Sub-Department,Gold,"Product: Product | Sub-Department: Defines subdivisions within a department. | PK: SubDepartment_ID (STR, PK) | Cols: SubDepartment_ID (STR, PK), Department_ID (STR, FK → Department), SubDepartment_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Category,Gold,"Product: Product | Category: Groups products into broad classifications. | PK: Category_ID (STR, PK) | Cols: Category_ID (STR, PK), SubDepartment_ID (STR, FK → Sub-Department), Category_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Segment,Gold,"Product: Product | Segment: Represents customer-focused segmentation of products. | PK: Segment_ID (STR, PK) | Cols: Segment_ID (STR, PK), Category_ID (STR, FK → Category), Segment_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Sub-Category,Gold,"Product: Product | Sub-Category: Groups products into finer product divisions. | PK: SubCategory_ID (STR, PK) | Cols: SubCategory_ID (STR, PK), Segment_ID (STR, FK → Segment), SubCategory_Name (STR, Unique), Created_At (TS), Updated_At (TS)"
Customer,Product,Brand,Gold,"Product: Product | Brand: Defines product brand details. | PK: Brand_ID (STR, PK) | Cols: Brand_ID (STR, PK), Brand_Name (STR, Unique), Manufacturer_Name (STR), Country_Of_Origin (STR), Created_At (TS), Updated_At (TS)"
Customer,Product,ProductLine,Gold,"Product: Product | ProductLine: Defines product lines that group similar products. | PK: ProductLine_ID (STR, PK) | Cols: ProductLine_ID (STR, PK), Brand_ID (STR, FK → Brand), ProductLine_Name (STR, Unique), ProductLine_Description (TXT), Created_At (TS), Updated_At (TS)"
Customer,Product,Product,Gold,"Product: Product | Product: Stores detailed product attributes including pricing, brand, category, and unit of measure. | PK: Product_ID (STR, PK) | Cols: Product_ID (STR, PK), Product_Name (STR), Product_Description (TXT), UPC (STR, Unique), SKU (STR, Unique), ProductLine_ID (STR, FK → ProductLine), Brand_ID (STR, FK → Brand), SubCategory_ID (STR, FK → Sub-Category), Segment_ID (STR, FK → Segment), Category_ID (STR, FK → Category), SubDepartment_ID (STR, FK → Sub-Department), Department_ID (STR, FK → Department), Enterprise_ID (STR, FK → Enterprise), Unit_Price (DEC), Discounted_Price (DEC), Tax_Rate (DEC), Stock_Availability (BOOL), UOM (STR, e.g., kg, liter, pcs), Package_Size (STR), Created_At (TS), Updated_At (TS)"
