Source File,ENTITY1,RELATIONSHIP_NAME,ENTITY2,FOREIGN_KEY,REFERENCED_KEY,CARDINALITY_RULE,RELATIONSHIP_LINK,CARDINALITY_RULE_DESCRIPTION,,,,,,
Logical_02520_Tender Control Transaction Settlement View.csv,ExternalDepositoryTender,classifies,Tender,ExternalDepositoryTender.TenderTypeCode,Tender.TenderTypeCode,many-to-one,ExternalDepositoryTender->classifies->Tender,ExternalDepositoryTender->many-to-one->Tender,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,ExternalDepositoryTender,is tracked through,TenderType,ExternalDepositoryTender.TenderTypeCode,TenderType.TenderTypeCode,many-to-one,ExternalDepositoryTender->is tracked through->TenderType,ExternalDepositoryTender->many-to-one->TenderType,,,,,,
Logical_02520_Tender Control Transaction Settlement View.csv,ExternalDepositoryTender,is tracked through,unknown,ExternalDepositoryTender.TenderRepositoryID,unknown,unknown,ExternalDepositoryTender->is tracked through->unknown,ExternalDepositoryTender->unknown->unknown,,,,,,
Logical_02400_Control Transaction Macro View.csv,ExternalDepositoryTenderDetail,is composed of,ExternalDepositoryDocument,ExternalDepositoryTenderDetail.TransactionID,ExternalDepositoryDocument.TransactionID,many-to-one,ExternalDepositoryTenderDetail->is composed of->ExternalDepositoryDocument,ExternalDepositoryTenderDetail->many-to-one->ExternalDepositoryDocument,,,,,,
Logical_02400_Control Transaction Macro View.csv,ExternalDepositoryTenderDetail,classifies,TillTenderCode,ExternalDepositoryTenderDetail.TenderTypeCode,TillTenderCode.TenderTypeCode,many-to-one,ExternalDepositoryTenderDetail->classifies->TillTenderCode,ExternalDepositoryTenderDetail->many-to-one->TillTenderCode,,,,,,
Logical_03110_Reporting Store Operations Tender Settlement.csv,ExternalDepositoryTenderSettlementTransaction,closes,ExternalDepositoryDocument,ExternalDepositoryDocument.TransactionID,ExternalDepositoryTenderSettlementTransaction.TransactionID,one-to-zero-or-one,ExternalDepositoryTenderSettlementTransaction->closes->ExternalDepositoryDocument,ExternalDepositoryTenderSettlementTransaction->one-to-zero-or-one->ExternalDepositoryDocument,,,,,,
Logical_03110_Reporting Store Operations Tender Settlement.csv,ExternalDepositoryTenderSettlementTransaction,is composed of,ExternalTenderDepositorySettlementTenderDetail,ExternalTenderDepositorySettlementTenderDetail.TransactionID,ExternalDepositoryTenderSettlementTransaction.TransactionID,one-to-many,ExternalDepositoryTenderSettlementTransaction->is composed of->ExternalTenderDepositorySettlementTenderDetail,ExternalDepositoryTenderSettlementTransaction->one-to-many->ExternalTenderDepositorySettlementTenderDetail,,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,ExternalDepositoryTenderSettlementTransaction,inherits,TenderControlTransaction,ExternalDepositoryTenderSettlementTransaction.TransactionID,TenderControlTransaction.TransactionID,one-to-one,ExternalDepositoryTenderSettlementTransaction->inherits->TenderControlTransaction,ExternalDepositoryTenderSettlementTransaction->one-to-one->TenderControlTransaction,,,,,,
Logical_06330_Party Identification View.csv,ExternalPartyIdentificationProvider,provides,PartyIdentification,PartyIdentification.ExternalPartyIdentificationProviderID,ExternalPartyIdentificationProvider.ExternalPartyIdentificationProviderID,one-to-many,ExternalPartyIdentificationProvider->provides->PartyIdentification,ExternalPartyIdentificationProvider->one-to-many->PartyIdentification,,,,,,
Logical_06320_Party Address and Contact View.csv,ExternalPartyIdentificationProvider,is a,PartyRoleAssignment,ExternalPartyIdentificationProvider.PartyRoleAssignmentID,PartyRoleAssignment.PartyRoleAssignmentID,one-to-one,ExternalPartyIdentificationProvider->is a->PartyRoleAssignment,ExternalPartyIdentificationProvider->one-to-one->PartyRoleAssignment,,,,,,
Logical_07042_Customer Wallet Share.csv,ExternalPurchasedCreditDebitCardSpendData,is used to measure,BrandedTenderMedia,"ExternalPurchasedCreditDebitCardSpendData.TenderTypeCode,ExternalPurchasedCreditDebitCardSpendData.TenderMediaBrandID","BrandedTenderMedia.TenderTypeCode,BrandedTenderMedia.TenderMediaBrandID",many-to-one,ExternalPurchasedCreditDebitCardSpendData->is used to measure->BrandedTenderMedia,ExternalPurchasedCreditDebitCardSpendData->many-to-one->BrandedTenderMedia,,,,,,
Logical_07042_Customer Wallet Share.csv,ExternalPurchasedCreditDebitCardSpendData,spends,KeyCustomer,ExternalPurchasedCreditDebitCardSpendData.CustomerID,KeyCustomer.CustomerID,many-to-one,ExternalPurchasedCreditDebitCardSpendData->spends->KeyCustomer,ExternalPurchasedCreditDebitCardSpendData->many-to-one->KeyCustomer,,,,,,
Logical_07042_Customer Wallet Share.csv,ExternalPurchasedCreditDebitCardSpendData,enables,PaymentServiceProvider,ExternalPurchasedCreditDebitCardSpendData.PaymentServiceProviderID,PaymentServiceProvider.PaymentServiceProviderID,many-to-one,ExternalPurchasedCreditDebitCardSpendData->enables->PaymentServiceProvider,ExternalPurchasedCreditDebitCardSpendData->many-to-one->PaymentServiceProvider,,,,,,
Logical_07042_Customer Wallet Share.csv,ExternalPurchasedCreditDebitCardSpendData,defines time interval,ReportingPeriod,ExternalPurchasedCreditDebitCardSpendData.ReportingPeriodID,ReportingPeriod.ReportingPeriodID,many-to-one,ExternalPurchasedCreditDebitCardSpendData->defines time interval->ReportingPeriod,ExternalPurchasedCreditDebitCardSpendData->many-to-one->ReportingPeriod,,,,,,
Logical_07042_Customer Wallet Share.csv,ExternalPurchasedCreditDebitCardSpendData,classifies,RetailVerticalReference,ExternalPurchasedCreditDebitCardSpendData.RetailVerticalCategoryCode,RetailVerticalReference.RetailVerticalCategoryCode,many-to-one,ExternalPurchasedCreditDebitCardSpendData->classifies->RetailVerticalReference,ExternalPurchasedCreditDebitCardSpendData->many-to-one->RetailVerticalReference,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,ExternalRepository,contains,ExternalDepositoryTender,ExternalDepositoryTender.TenderRepositoryID,ExternalRepository.TenderRepositoryID,one-to-many,ExternalRepository->contains->ExternalDepositoryTender,ExternalRepository->one-to-many->ExternalDepositoryTender,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,ExternalRepository,dispenses tender via,TenderDepositReceiptTransaction,unknown,unknown,one-to-many,ExternalRepository->dispenses tender via->TenderDepositReceiptTransaction,ExternalRepository->one-to-many->TenderDepositReceiptTransaction,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,ExternalRepository,receives tender via,TenderDepositReceiptTransaction,TenderDepositReceiptTransaction.InboundTenderRepositoryID,ExternalRepository.TenderRepositoryID,many-to-one,TenderDepositReceiptTransaction->receives tender via->ExternalRepository,TenderDepositReceiptTransaction->many-to-one->ExternalRepository,,,,,,
Logical_02520_Tender Control Transaction Settlement View.csv,ExternalTenderDepositorySettlementTenderDetail,is composed of,ExternalDepositoryDocument,ExternalTenderDepositorySettlementTenderDetail.TransactionID,ExternalDepositoryDocument.TransactionID,many-to-one,ExternalTenderDepositorySettlementTenderDetail->is composed of->ExternalDepositoryDocument,ExternalTenderDepositorySettlementTenderDetail->many-to-one->ExternalDepositoryDocument,,,,,,
Logical_02520_Tender Control Transaction Settlement View.csv,ExternalTenderDepositorySettlementTenderDetail,is composed of,ExternalDepositoryDocument,ExternalTenderDepositorySettlementTenderDetail.TenderRepositoryID,ExternalDepositoryDocument.TenderRepositoryID,many-to-one,ExternalTenderDepositorySettlementTenderDetail->is composed of->ExternalDepositoryDocument,ExternalTenderDepositorySettlementTenderDetail->many-to-one->ExternalDepositoryDocument,,,,,,
Logical_03000_Reporting Macro View.csv,FinancialLedger,delineates,ReportingPeriod,FinancialLedger.ReportingPeriodID,ReportingPeriod.ReportingPeriodID,many-to-one,FinancialLedger->delineates->ReportingPeriod,FinancialLedger->many-to-one->ReportingPeriod,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerAccount,defines accounting disposition of,DisbursementFundsReceiptReason,DisbursementFundsReceiptReason.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many,FinancialLedgerAccount->defines accounting disposition of->DisbursementFundsReceiptReason,FinancialLedgerAccount->one-to-many->DisbursementFundsReceiptReason,,,,,,
Logical_07040 - Customer Segment Dependent Behavior.csv,FinancialLedgerAccount,is a type of,FinancialAccountType,FinancialLedgerAccount.FinancialAccountTypeCode,FinancialAccountType.FinancialAccountTypeCode,many-to-one,FinancialLedgerAccount->is a type of->FinancialAccountType,FinancialLedgerAccount->many-to-one->FinancialAccountType,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerAccount,is tracked by,FinancialLedger,FinancialLedger.FinancialLedgerID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many,FinancialLedgerAccount->is tracked by->FinancialLedger,FinancialLedgerAccount->one-to-many->FinancialLedger,,,,,,
Logical_04100_Financial Ledger Retail Transaction View.csv,FinancialLedgerAccount,is tracked by,FinancialLedger,FinancialLedger.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many (zero or many),FinancialLedgerAccount->is tracked by->FinancialLedger,FinancialLedgerAccount->one-to-many (zero or many)->FinancialLedger,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerAccount,defines accounting disposition of,FinancialLedgerJournalEntry,FinancialLedgerJournalEntry.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many,FinancialLedgerAccount->defines accounting disposition of->FinancialLedgerJournalEntry,FinancialLedgerAccount->one-to-many->FinancialLedgerJournalEntry,,,,,,
Logical_04100_Financial Ledger Retail Transaction View.csv,FinancialLedgerAccount,is updated via,FinancialLedgerJournalEntry,FinancialLedgerJournalEntry.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many (zero or many),FinancialLedgerAccount->is updated via->FinancialLedgerJournalEntry,FinancialLedgerAccount->one-to-many (zero or many)->FinancialLedgerJournalEntry,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerAccount,defines accounting disposition of,WorkerCommissionPlan,WorkerCommissionPlan.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,one-to-many,FinancialLedgerAccount->defines accounting disposition of->WorkerCommissionPlan,FinancialLedgerAccount->one-to-many->WorkerCommissionPlan,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerAccountType,classifies,FinancialLedgerAccount,FinancialLedgerAccount.FinancialLedgerAccountTypeCode,FinancialLedgerAccountType.FinancialLedgerAccountTypeCode,one-to-many,FinancialLedgerAccountType->classifies->FinancialLedgerAccount,FinancialLedgerAccountType->one-to-many->FinancialLedgerAccount,,,,,,
Logical_07040 - Customer Segment Dependent Behavior.csv,FinancialLedgerEntry,is recorded in,FinancialLedgerAccount,FinancialLedgerEntry.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,many-to-one,FinancialLedgerEntry->is recorded in->FinancialLedgerAccount,FinancialLedgerEntry->many-to-one->FinancialLedgerAccount,,,,,,
Logical_07040 - Customer Segment Dependent Behavior.csv,FinancialLedgerEntry,is a part of,FinancialLedgerTransaction,FinancialLedgerEntry.FinancialLedgerTransactionID,FinancialLedgerTransaction.FinancialLedgerTransactionID,many-to-one,FinancialLedgerEntry->is a part of->FinancialLedgerTransaction,FinancialLedgerEntry->many-to-one->FinancialLedgerTransaction,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerJournalEntry,is posted by,BusinessUnitGroup,FinancialLedgerJournalEntry.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-one,FinancialLedgerJournalEntry->is posted by->BusinessUnitGroup,FinancialLedgerJournalEntry->many-to-one->BusinessUnitGroup,,,,,,
Logical_04200_Financial Ledger Tender Control Transaction View.csv,FinancialLedgerJournalEntry,is updated via,FinancialLedgerAccount,FinancialLedgerJournalEntry.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,many-to-one,FinancialLedgerJournalEntry->is updated via->FinancialLedgerAccount,FinancialLedgerJournalEntry->many-to-one->FinancialLedgerAccount,,,,,,
Logical_04300_Financial Ledger Inventory Control View.csv,FinancialLedgerJournalEntry,is updated via,FinancialLedgerAccount,FinancialLedgerJournalEntry.FinancialLedgerAccountID,FinancialLedgerAccount.FinancialLedgerAccountID,many-to-one,FinancialLedgerJournalEntry->is updated via->FinancialLedgerAccount,FinancialLedgerJournalEntry->many-to-one->FinancialLedgerAccount,,,,,,
Logical_04300_Financial Ledger Inventory Control View.csv,FinancialLedgerJournalEntry,is debited/credited by,MerchandiseHierarchyGroup,FinancialLedgerJournalEntry.MerchandiseHierarchyGroupID,MerchandiseHierarchyGroup.MerchandiseHierarchyGroupID,many-to-zero-or-one,FinancialLedgerJournalEntry->is debited/credited by->MerchandiseHierarchyGroup,FinancialLedgerJournalEntry->many-to-zero-or-one->MerchandiseHierarchyGroup,,,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerJournalEntry,is posted by,RevenueCostCenter,FinancialLedgerJournalEntry.RevenueCostCenterID,RevenueCostCenter.RevenueCostCenterID,many-to-one,FinancialLedgerJournalEntry->is posted by->RevenueCostCenter,FinancialLedgerJournalEntry->many-to-one->RevenueCostCenter,,,,,,
Logical_04300_Financial Ledger Inventory Control View.csv,FinancialLedgerJournalEntry,defines accounting disposition of,RevenueCostCenter,FinancialLedgerJournalEntry.RevenueCostCenterID,RevenueCostCenter.RevenueCostCenterID,many-to-zero-or-one,FinancialLedgerJournalEntry->defines accounting disposition of->RevenueCostCenter,FinancialLedgerJournalEntry->many-to-zero-or-one->RevenueCostCenter,,,,,,
Logical_04300_Financial Ledger Inventory Control View.csv,FinancialLedgerJournalEntry,is tracked via,StockLedgerAccount,FinancialLedgerJournalEntry.StockLedgerAccountID,StockLedgerAccount.StockLedgerAccountID,many-to-zero-or-one,FinancialLedgerJournalEntry->is tracked via->StockLedgerAccount,FinancialLedgerJournalEntry->many-to-zero-or-one->StockLedgerAccount,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,FinancialLedgerJournalEntry,is posted by,TenderControlTransactionTenderLineItem,FinancialLedgerJournalEntry.(TransactionID, LineItemID),TenderControlTransactionTenderLineItem.(TransactionID, LineItemID),many-to-one,FinancialLedgerJournalEntry->is posted by->TenderControlTransactionTenderLineItem,FinancialLedgerJournalEntry->many-to-one->TenderControlTransactionTenderLineItem,,,,
Logical_04000_Financial Ledger Macro View.csv,FinancialLedgerJournalEntry,is updated via,Transaction,FinancialLedgerJournalEntry.TransactionID,Transaction.TransactionID,many-to-one,FinancialLedgerJournalEntry->is updated via->Transaction,FinancialLedgerJournalEntry->many-to-one->Transaction,,,,,,
Logical_07040 - Customer Segment Dependent Behavior.csv,FinancialLedgerTransaction,is a type of,FinancialTransactionType,FinancialLedgerTransaction.FinancialTransactionTypeCode,FinancialTransactionType.FinancialTransactionTypeCode,many-to-one,FinancialLedgerTransaction->is a type of->FinancialTransactionType,FinancialLedgerTransaction->many-to-one->FinancialTransactionType,,,,,,
Logical_06400_Store Equipment View.csv,FiscalPrinterEquipmentStatisticsReading,is a,EquipmentStatisticsReading,FiscalPrinterEquipmentStatisticsReading.EquipmentID,EquipmentStatisticsReading.EquipmentID,one-to-one,FiscalPrinterEquipmentStatisticsReading->is a->EquipmentStatisticsReading,FiscalPrinterEquipmentStatisticsReading->one-to-one->EquipmentStatisticsReading,,,,,,
Logical_02360_Food Service View.csv,FoodServiceTransaction,Served,Server,FoodServiceTransaction.ServerID,Server.ServerID,many-to-one,FoodServiceTransaction->Served->Server,FoodServiceTransaction->many-to-one->Server,,,,,,
Logical_20040_Forecourt History View.csv,ForecourtSettlementTransaction,causes,PhysicalInventoryEvent,ForecourtSettlementTransaction.EventID,PhysicalInventoryEvent.EventID,one-to-zero-or-one,ForecourtSettlementTransaction->causes->PhysicalInventoryEvent,ForecourtSettlementTransaction->one-to-zero-or-one->PhysicalInventoryEvent,,,,,,
Logical_20030_Forecourt Transaction View.csv,ForecourtSettlementTransaction,is caused by,ScheduledEvent,ForecourtSettlementTransaction.EventID,ScheduledEvent.EventID,many-to-one,ForecourtSettlementTransaction->is caused by->ScheduledEvent,ForecourtSettlementTransaction->many-to-one->ScheduledEvent,,,,,,
Logical_02200_Transaction Macro View.csv,ForecourtTransaction,is a,ForecourtTransactionType,ForecourtTransaction.ForecourtTransactionTypeID,ForecourtTransactionType.ForecourtTransactionTypeID,many-to-one,ForecourtTransaction->is a->ForecourtTransactionType,ForecourtTransaction->many-to-one->ForecourtTransactionType,,,,,,
Logical_20040_Forecourt History View.csv,ForecourtTransaction,causes / is caused by,ForecourtTransactionType,ForecourtTransaction.ForecourtTransactionType,ForecourtTransactionType.ID,one-to-zero-or-one,ForecourtTransaction->causes / is caused by->ForecourtTransactionType,ForecourtTransaction->one-to-zero-or-one->ForecourtTransactionType,,,,,,
Logical_20000_Forecourt Macro View.csv,ForecourtTransaction,causes / is caused by,Transaction,ForecourtTransaction.TransactionID,Transaction.TransactionID,one-to-one,ForecourtTransaction->causes / is caused by->Transaction,ForecourtTransaction->one-to-one->Transaction,,,,,,
Logical_06320_Party Address and Contact View.csv,Franchisee,is a,OperationalParty,Franchisee.OperationalPartyID,OperationalParty.OperationalPartyID,one-to-one,Franchisee->is a->OperationalParty,Franchisee->one-to-one->OperationalParty,,,,,,
Logical_20010_Forecourt Fueling Point View.csv,FuelingPoint,has price set by,DevicePrice,DevicePrice.RetailStoreID;DevicePrice.FuelingPointID,FuelingPoint.RetailStoreID;FuelingPoint.FuelingPointID,one-to-zero-or-many,FuelingPoint->has price set by->DevicePrice,FuelingPoint->one-to-zero-or-many->DevicePrice,,,,,,
Logical_20010_Forecourt Fueling Point View.csv,FuelingPoint,houses,Equipment,unknown,unknown,zero-or-one-to-zero-or-many,FuelingPoint->houses->Equipment,FuelingPoint->zero-or-one-to-zero-or-many->Equipment,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelingPoint,houses,FuelPump,"FuelingPoint.RetailStoreID,FuelingPoint.FuelPumpID","FuelPump.RetailStoreID,FuelPump.FuelPumpID",many-to-one,FuelingPoint->houses->FuelPump,FuelingPoint->many-to-one->FuelPump,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,FuelingPoint,is authorized by,FuelSalesLineItem,FuelSalesLineItem.RetailStoreID|FuelSalesLineItem.FuelingPointID,FuelingPoint.RetailStoreID|FuelingPoint.FuelingPointID,one-to-many,FuelingPoint->is authorized by->FuelSalesLineItem,FuelingPoint->one-to-many->FuelSalesLineItem,,,,,,
Logical_20020_Forecourt Pricing View.csv,FuelingPoint,houses,Nozzle,Nozzle.RetailStoreID;Nozzle.FuelingPointID,FuelingPoint.RetailStoreID;FuelingPoint.FuelingPointID,one-to-many,FuelingPoint->houses->Nozzle,FuelingPoint->one-to-many->Nozzle,,,,,,
Logical_20050_Forecourt Tank Gauge View.csv,FuelingPoint,has installed / is installed by,RetailStore,FuelingPoint.RetailStoreID,RetailStore.RetailStoreID,many-to-one,FuelingPoint->has installed / is installed by->RetailStore,FuelingPoint->many-to-one->RetailStore,,,,,,
Logical_20010_Forecourt Fueling Point View.csv,FuelingPoint,has,SalesMeterReading,unknown,unknown,one-to-many,FuelingPoint->has->SalesMeterReading,FuelingPoint->one-to-many->SalesMeterReading,,,,,,
Logical_20050_Forecourt Tank Gauge View.csv,FuelingPoint,counts,UnitOfMeasure,FuelingPoint.UnitOfMeasureCode,UnitOfMeasure.UnitOfMeasureCode,many-to-one,FuelingPoint->counts->UnitOfMeasure,FuelingPoint->many-to-one->UnitOfMeasure,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelingTransaction,has price set by,FuelItemPrice,FuelingTransaction.ItemPriceID,FuelItemPrice.ItemPriceID,many-to-one,FuelingTransaction->has price set by->FuelItemPrice,FuelingTransaction->many-to-one->FuelItemPrice,,,,,,
Logical_02200_Transaction Macro View.csv,FuelingTransaction,is cleared by,ItemProcessingTransaction,FuelingTransaction.ItemProcessingTransactionID,ItemProcessingTransaction.TransactionID,many-to-one,FuelingTransaction->is cleared by->ItemProcessingTransaction,FuelingTransaction->many-to-one->ItemProcessingTransaction,,,,,,
Logical_20030_Forecourt Transaction View.csv,FuelingTransaction,was dispensed by,Nozzle,"FuelingTransaction.RetailStoreID,FuelingTransaction.FuelingPointID,FuelingTransaction.NozzleID","Nozzle.RetailStoreID,Nozzle.FuelingPointID,Nozzle.NozzleID",many-to-one,FuelingTransaction->was dispensed by->Nozzle,FuelingTransaction->many-to-one->Nozzle,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelingTransaction,was dispensed by,RetailStore,FuelingTransaction.RetailStoreID,RetailStore.RetailStoreID,many-to-one,FuelingTransaction->was dispensed by->RetailStore,FuelingTransaction->many-to-one->RetailStore,,,,,,
Logical_04300_Financial Ledger Inventory Control View.csv,FuelingTransaction,is applied through,unknown,FuelingTransaction.RetailStoreID,unknown,many-to-one,FuelingTransaction->is applied through->unknown,FuelingTransaction->many-to-one->unknown,,,,,,
Logical_20050_Forecourt Tank Gauge View.csv,FuelItem,houses,FuelingPoint,unknown,unknown,many-to-many,FuelItem->houses->FuelingPoint,FuelItem->many-to-many->FuelingPoint,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelItem,iss,Item,FuelItem.ItemID,Item.ItemID,one-to-one,FuelItem->iss->Item,FuelItem->one-to-one->Item,,,,,,
Logical_20050_Forecourt Tank Gauge View.csv,FuelItem,defines pkg size units,UnitOfMeasure,FuelItem.ReferenceDensity,UnitOfMeasure.UnitOfMeasureCode,many-to-one,FuelItem->defines pkg size units->UnitOfMeasure,FuelItem->many-to-one->UnitOfMeasure,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelItemPrice,uses,FuelPriceLevel,FuelItemPrice.PriceLevelID,FuelPriceLevel.PriceLevelID,many-to-one,FuelItemPrice->uses->FuelPriceLevel,FuelItemPrice->many-to-one->FuelPriceLevel,,,,,,
Logical_20020_Forecourt Pricing View.csv,FuelItemPrice,uses,FuelPriceLevel,FuelItemPrice.PriceLevelID,FuelPriceLevel.PriceLevelID,many-to-one,FuelItemPrice->uses->FuelPriceLevel,FuelItemPrice->many-to-one->FuelPriceLevel,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelItemPrice,uses,FuelServiceLevel,FuelItemPrice.ServiceLevelID,FuelServiceLevel.ServiceLevelID,many-to-one,FuelItemPrice->uses->FuelServiceLevel,FuelItemPrice->many-to-one->FuelServiceLevel,,,,,,
Logical_20020_Forecourt Pricing View.csv,FuelItemPrice,uses,FuelServiceLevel,FuelItemPrice.ServiceLevelID,FuelServiceLevel.ServiceLevelID,many-to-one,FuelItemPrice->uses->FuelServiceLevel,FuelItemPrice->many-to-one->FuelServiceLevel,,,,,,
Logical_20020_Forecourt Pricing View.csv,FuelItemPrice,has price defined by,Item,FuelItemPrice.ItemID,Item.ItemID,many-to-one,FuelItemPrice->has price defined by->Item,FuelItemPrice->many-to-one->Item,,,,,,
Logical_20030_Forecourt Transaction View.csv,FuelItemPrice,measured,Nozzle,"FuelItemPrice.RetailStoreID,FuelItemPrice.FuelingPointID,FuelItemPrice.NozzleID","Nozzle.RetailStoreID,Nozzle.FuelingPointID,Nozzle.NozzleID",many-to-one,FuelItemPrice->measured->Nozzle,FuelItemPrice->many-to-one->Nozzle,,,,,,
Logical_20020_Forecourt Pricing View.csv,FuelItemPrice,uses,TimeGroup,FuelItemPrice.TimeGroupID,TimeGroup.TimeGroupID,many-to-one,FuelItemPrice->uses->TimeGroup,FuelItemPrice->many-to-one->TimeGroup,,,,,,
Logical_06400_Store Equipment View.csv,FuelPump,is a,Equipment,FuelPump.EquipmentID,Equipment.EquipmentID,one-to-one,FuelPump->is a->Equipment,FuelPump->one-to-one->Equipment,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelPump,is a,Equipment,FuelPump.EquipmentID,Equipment.EquipmentID,one-to-one,FuelPump->is a->Equipment,FuelPump->one-to-one->Equipment,,,,,,
Logical_20010_Forecourt Fueling Point View.csv,FuelPump,houses,FuelingPoint,FuelingPoint.FuelPumpID,FuelPump.FuelPumpID,one-to-zero-or-many,FuelPump->houses->FuelingPoint,FuelPump->one-to-zero-or-many->FuelingPoint,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelPump,houses,RetailStore,FuelPump.RetailStoreID,RetailStore.RetailStoreID,many-to-one,FuelPump->houses->RetailStore,FuelPump->many-to-one->RetailStore,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,FuelSalesLineItem,is authorized by,FuelingPoint,FuelSalesLineItem.RetailStoreID,FuelSalesLineItem.FuelingPointID,FuelingPoint.RetailStoreID,FuelingPoint.FuelingPointID,many-to-one,FuelSalesLineItem->is authorized by->FuelingPoint,FuelSalesLineItem->many-to-one->FuelingPoint,,,,
Logical_20030_Forecourt Transaction View.csv,FuelSalesLineItem,is sold via,FuelingTransaction,FuelSalesLineItem.FuelingTransactionID,FuelingTransaction.FuelingTransactionID,many-to-zero-or-one,FuelSalesLineItem->is sold via->FuelingTransaction,FuelSalesLineItem->many-to-zero-or-one->FuelingTransaction,,,,,,
Logical_20000_Forecourt Macro View.csv,FuelSalesLineItem,is sold via,RetailTransactionLineItem,"FuelSalesLineItem.TransactionID,FuelSalesLineItem.RetailTransactionLineItemSequenceNumber","RetailTransactionLineItem.TransactionID,RetailTransactionLineItem.RetailTransactionLineItemSequenceNumber",one-to-one,FuelSalesLineItem->is sold via->RetailTransactionLineItem,FuelSalesLineItem->one-to-one->RetailTransactionLineItem,,,,,,
Logical_02020_Item Inventory Selling.csv,FulfillmentAcknowledgementLineItem,is_dispatched_because_of,CustomerOrderShipment,FulfillmentAcknowledgementLineItem.ShipmentID,CustomerOrderShipment.ShipmentID,many-to-one,FulfillmentAcknowledgementLineItem->is_dispatched_because_of->CustomerOrderShipment,FulfillmentAcknowledgementLineItem->many-to-one->CustomerOrderShipment,,,,,,
Logical_02020_Item Inventory Selling.csv,FulfillmentAcknowledgementLineItem,is dispatched via,ItemInventory,FulfillmentAcknowledgementLineItem.ItemID,FulfillmentAcknowledgementLineItem.LocationID,ItemInventory.ItemID,ItemInventory.LocationID,many-to-one,FulfillmentAcknowledgementLineItem->is dispatched via->ItemInventory,FulfillmentAcknowledgementLineItem->many-to-one->ItemInventory,,,,
Logical_02600_Inventory Control Transaction View.csv,FulfillmentAcknowledgementLineItem,acts on,ItemInventoryJournalEntry,ItemInventoryJournalEntry.(InventoryControl,FulfillmentAcknowledgementLineItemSequenceNumber),FulfillmentAcknowledgementLineItem.(InventoryControl,FulfillmentAcknowledgementLineItemSequenceNumber),one-to-zero-or-many,FulfillmentAcknowledgementLineItem->acts on->ItemInventoryJournalEntry,FulfillmentAcknowledgementLineItem->one-to-zero-or-many->ItemInventoryJournalEntry,,,,
Logical_02020_Item Inventory Selling.csv,FulfillmentAcknowledgementTransaction,contains,FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgementLineItem.FulfillmentAcknowledgementTransactionID,FulfillmentAcknowledgementTransaction.TransactionID,one-to-many,FulfillmentAcknowledgementTransaction->contains->FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgementTransaction->one-to-many->FulfillmentAcknowledgementTransaction,,,,,,
Logical_02309_Retail Transaction Delivery.csv,FulfillmentAcknowledgementTransaction,contains,FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgementLineItem.InventoryControlTransactionID,FulfillmentAcknowledgementTransaction.InventoryControlTransactionID,one-to-many,FulfillmentAcknowledgementTransaction->contains->FulfillmentAcknowledgementLineItem,FulfillmentAcknowledgementTransaction->one-to-many->FulfillmentAcknowledgementLineItem,,,,,,
